id,created_at,name,ename,cover,images,video,hot_score,price,rank_info,latitude,longtitude,address,location_id,open_time_rule,description,phone,avg_rating,rating_count
78970,2024-11-02 18:21:02.257438+00,Sa Pa,Sa Pa,https://ak-d.tripcdn.com/images/100d1f000001gosngBE2E.jpg,"[""https://ak-d.tripcdn.com/images/100d1f000001gosngBE2E.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0102o120008ie2os9BD6D.jpg?proc=source%2ftrip""]",[],4.8,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/sapa-10070024736090/?businessId=78970"",""description"":""Xếp hạng 2 trong danh sách Trải nghiệm nổi bật của Sa Pa""}",22.249717,103.960809,"Lào Cai, Việt Nam",24736,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Sa Pa là một thị trấn nằm ở vùng núi Tây Bắc, nổi tiếng với cảnh đẹp thiên nhiên hùng vĩ, các ruộng bậc thang và văn hóa dân tộc. Đây là địa điểm lý tưởng cho những ai yêu thích khám phá thiên nhiên và các hoạt động ngoài trời.",+84-243-871975,4.8,60
78974,2024-11-02 17:53:56.668146+00,Hồ Tây,West Lake,https://ak-d.tripcdn.com/images/10010y000000mbk432C2D.jpg,"[""https://ak-d.tripcdn.com/images/10010y000000mbk432C2D.jpg?proc=source%2ftrip""]",[],6.6,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/hanoi-100000003721/?businessId=78974"",""description"":""Xếp hạng 5 trong danh sách Trải nghiệm nổi bật của Hà Nội""}",21.048119,105.837685,"Tây Hồ, Hà Nội",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Hồ Tây là một trong những hồ lớn nhất tại Hà Nội, nổi bật với cảnh quan thơ mộng và các hoạt động giải trí cho du khách.",,4.5,178
80751,2024-11-02 17:55:13.26194+00,Quần đảo Cát Bà,Cat Ba Island,https://ak-d.tripcdn.com/images/100j11000000re0t8A9E0.jpg,"[""https://ak-d.tripcdn.com/images/100j11000000re0t8A9E0.jpg?proc=source%2ftrip""]",[],4,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/vietnam-10070100046140/?businessId=80751"",""description"":""Xếp hạng 16 trong danh sách Công viên nước của Việt Nam""}",20.8,106.999722,"Trân Châu, Cát Hải, Hải Phòng, Việt Nam",180,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""08:00-17:00""}],""isActivityCurrentTime"":true}]","Quần đảo Cát Bà, một quần đảo nổi tiếng ở Hải Phòng, với thiên nhiên hoang sơ, các bãi biển và khu rừng nhiệt đới.",+84-91-2547195,4.7,80
80752,2024-11-03 05:52:36.453076+00,Đồ Sơn,Do Son Scenic Area,https://ak-d.tripcdn.com/images/100g050000000d0b40820.jpg,"[""https://ak-d.tripcdn.com/images/100g050000000d0b40820.jpg?proc=source%2ftrip""]",[],3.5,,,20.724753,106.774253,"Hải Phòng, Việt Nam",180,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Đồ Sơn là một bãi biển nổi tiếng tại Hải Phòng, nổi bật với các hoạt động du lịch biển và các resort nghỉ dưỡng ven biển.",,4.3,27
80753,2024-11-05 07:53:45.744692+00,Chùa Trấn Quốc,Tran Quoc Pagoda,https://ak-d.tripcdn.com/images/100n0y000000lxp793D79.jpg,"[""https://ak-d.tripcdn.com/images/100n0y000000lxp793D79.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100c0m000000dr8lm6FB0.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0103s120008ibmmxs66F2.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0104s120008ibmvkbB254.jpg?proc=source%2ftrip""]",[],2.8,,,20.847608,106.676073,"121 P Chùa Hang, Hải Phòng",180,,"Chùa Trấn Quốc, ngôi chùa nổi tiếng tại Hà Nội, với không gian thanh tịnh và cảnh quan tuyệt đẹp.",,4.3,13
80754,2024-11-02 17:55:10.539296+00,One Pillar Pagoda,One Pillar Pagoda,https://ak-d.tripcdn.com/images/10071f000001h6zbt87C7.jpg,"[""https://ak-d.tripcdn.com/images/10071f000001h6zbt87C7.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g4/M04/64/74/CggYHlZv51SAFprgACmcylWml5k722.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g1/M08/55/8B/CghzfVSzaA2APkNTAAhMaP7-MDc744.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g1/M0B/55/8C/CghzfVSzaBCAGyUIAAcfZSRCOQ4231.jpg?proc=source%2ftrip""]",[],5.1,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/hanoi-100000003721/?businessId=80754"",""description"":""Xếp hạng 9 trong danh sách Trải nghiệm nổi bật của Hà Nội""}",21.035852,105.83362,"One Pillar Pagoda, Ba Dinh District, Hanoi, Vietnam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""7:00-18:00""}],""isActivityCurrentTime"":true}]","One Pillar Pagoda, một trong những ngôi chùa nổi tiếng ở Hà Nội, đặc biệt với kiến trúc độc đáo chỉ có một cột.",+1 203-432-2800,4.3,250
80756,2024-11-02 17:53:57.274087+00,Ủy ban nhân dân Thành phố Hồ Chí Minh,People's Committee of Ho Chi Minh City,https://ak-d.tripcdn.com/images/10060n000000efa7d0737.jpg,"[""https://ak-d.tripcdn.com/images/10060n000000efa7d0737.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10010500000011n9dB226.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5x12000cka0vhvCA8F.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o1f000001gp5b27F3E.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1q12000cka0u6s6ED8.jpg?proc=source%2ftrip""]",[],5.5,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/ho-chi-minh-city-100000001006/?businessId=80756"",""description"":""Xếp hạng 12 trong danh sách Trải nghiệm nổi bật của TP. Hồ Chí Minh""}",10.776561,106.700972,"Số 86 Đ. Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 710212, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""07:30-11:30;13:00-17:00""}],""isActivityCurrentTime"":true}]","Ủy ban nhân dân Thành phố Hồ Chí Minh là cơ quan hành chính cao nhất của thành phố, nằm ở trung tâm quận 1. Tòa nhà này là một biểu tượng của chính quyền thành phố và là điểm tham quan lịch sử hấp dẫn.",+84-28-38296052,4.5,400
81458,2024-11-02 17:51:12.936678+00,Vịnh Hạ Long,Ha Long Bay,https://ak-d.tripcdn.com/images/100o0y000000lypk57882.jpg,"[""https://ak-d.tripcdn.com/images/100o0y000000lypk57882.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g3/M07/60/2A/CggYGVZv57iAcEL5ADZoga-AS7I330.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100h0q000000gmyhfA588.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10010z000000mvy0j49F2.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o0q000000gkh2o11B9.jpg?proc=source%2ftrip""]",[],6.5,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/vietnam-10070100046140/?businessId=81458"",""description"":""Xếp hạng 9 trong danh sách Công viên nước của Việt Nam""}",20.910051,107.183902,"Thành phố Hạ Long, Quảng Ninh, Việt Nam",136267,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""Mở cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Vịnh Hạ Long, một trong những kỳ quan thiên nhiên thế giới, nổi tiếng với các hòn đảo và vịnh nước trong xanh.",,4.6,561
81459,2024-11-02 17:55:17.143717+00,Kinh thành Huế,Hue Historic Citadel,https://ak-d.tripcdn.com/images/100o0i00000098bew4662.jpg,"[""https://ak-d.tripcdn.com/images/100o0i00000098bew4662.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100k1c000001deufpE5B7.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0104i120008g54nli0562.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/01066120008g54pv66914.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100e0i00000098auu6FA9.jpg?proc=source%2ftrip""]",[],4.8,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/hue-10070000667090/?businessId=81459"",""description"":""Xếp hạng 1 trong danh sách Trải nghiệm nổi bật của Huế""}",16.47694,107.573959,"Thành phố Huế, Thừa Thiên Huế, Việt Nam",667,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""7:30-17:00""}],""isActivityCurrentTime"":true}]","Kinh thành Huế, di tích lịch sử quan trọng của Việt Nam, nơi bảo tồn các cung điện, đền đài và lăng tẩm của triều Nguyễn.",+84 234 3523 237,4.4,174
82085,2024-11-03 05:47:08.7957+00,Bảo tàng Hồ Chí Minh,Ho Chi Minh Museum,https://ak-d.tripcdn.com/images/100s1f000001gx5ab6EF0.jpg,"[""https://ak-d.tripcdn.com/images/100s1f000001gx5ab6EF0.jpg?proc=source%2ftrip""]",[],3.5,,,21.035596,105.832607,"19 P. Ngọc Hà, Đội Cấn, Ba Đình, Hà Nội 100000, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 3-Th 5,Th 7-CN"",""description"":""14:00-16:30;8:00-12:00""},{""timeDesc"":""Th 2,Th 6"",""description"":""Đóng cửa suốt ngày""}],""isActivityCurrentTime"":true}]","Bảo tàng Hồ Chí Minh là nơi lưu giữ những kỷ vật, tài liệu liên quan đến cuộc đời và sự nghiệp của Chủ tịch Hồ Chí Minh, là điểm tham quan quan trọng tại Hà Nội.",+84 24 3846 3757,4.3,99
84282,2024-11-03 05:26:36.008836+00,Bảo tàng Lịch sử Quốc gia,Vietnam National Museum of History,https://ak-d.tripcdn.com/images/100k0j000000alx845F76.jpg,"[""https://ak-d.tripcdn.com/images/100k0j000000alx845F76.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0p120008zajt0oD89D.jpg?proc=source%2ftrip""]",[],3.6,,,21.025688,105.858827,"216 Đ. Trần Quang Khải, Tràng Tiền, Hoàn Kiếm, Hà Nội 110000, Việt Nam",181,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 3-CN"",""description"":""13:30-17:00;8:00-12:00""}],""isActivityCurrentTime"":true}]","Bảo tàng Lịch sử Quốc gia, bảo tàng tại Hà Nội, trưng bày các hiện vật và di tích lịch sử quan trọng của Việt Nam.",+84 24 3825 2853,4.4,116
84528,2024-11-02 18:11:20.791596+00,Bảo tàng Lịch sử Thành phố Hồ Chí Minh,History Museum of Ho Chi Minh City,https://ak-d.tripcdn.com/images/100w1f000001gwb0uD280.jpg,"[""https://ak-d.tripcdn.com/images/100w1f000001gwb0uD280.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10060500000011ngd2A98.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/10090500000011nfg736B.jpg?proc=source%2ftrip""]",[],4.7,,"{""jumpUrl"":""https://vn.trip.com/toplist/tripbest/ho-chi-minh-city-100000001006/?businessId=84528"",""description"":""Xếp hạng 19 trong danh sách Trải nghiệm nổi bật của TP. Hồ Chí Minh""}",10.787985,106.704731,"2 Nguyễn Bỉnh Khiêm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",434,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""timeDesc"":""Th 3-CN"",""description"":""13:00-17:00;8:00-11:30""}],""isActivityCurrentTime"":true}]","Bảo tàng Lịch sử Thành phố Hồ Chí Minh, bảo tàng trưng bày các hiện vật về lịch sử phát triển của TP.HCM.",+84 28 3829 8146,4.4,109
84578,2024-11-03 05:50:40.733744+00,Lăng Tự Đức,Mausoleum of Emperor Tu Duc,https://ak-d.tripcdn.com/images/100o1f000001gp64jB5C1.jpg,"[""https://ak-d.tripcdn.com/images/100o1f000001gp64jB5C1.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g1/M09/13/E9/CghzflSs1wKAUel8AAOVDUa3pzI161.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g1/M0A/13/F6/CghzflSs1zKAAx71AAV6FW-LRKU836.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g2/M08/17/53/Cghzf1Ss1xqAMHuBAANY4nJrJfo870.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/fd/tg/g2/M09/17/92/CghzgFSs1yKAXimcAAYgDAoJCUY617.jpg?proc=source%2ftrip""]",[],3.6,,,16.433005,107.566432,"Cầu Đông Ba, thôn Thượng, Thành phố Huế, Thừa Thiên Huế 530000, Việt Nam",667,"[{""dateDesc"":""Quanh năm"",""ruleType"":1,""dateRangeList"":[{""end"":""2024/12/31"",""start"":""2024/1/1""}],""openTimeRuleInfoType"":[{""description"":""7:00-17:30""}],""isActivityCurrentTime"":true}]","Lăng Tự Đức, lăng mộ của vua Tự Đức, một trong các di tích lịch sử nổi tiếng tại Huế.",,4.3,36
